"Geographic Area Name (NAME)","2017 NAICS Code (NAICS)","Meaning of NAICS Code (NAICS_LABEL)","Meaning of Establishments located in Metropolitan or Micropolitan Statistical Area indicator (METRO_LABEL)","Year (YEAR)","Number of firms (FIRM)","Number of establishments (ESTAB)","Number of employees (EMP)","(DHS) denominator (DENOM)","Number of establishments born during the last 12 months (ESTABS_ENTRY)","Rate of establishments born during the last 12 months (ESTABS_ENTRY_RATE)","Number of establishments exited during the last 12 months (ESTABS_EXIT)","Rate of establishments exited during the last 12 months (ESTABS_EXIT_RATE)","Number of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION)","Number of jobs created from opening establishments during the last 12 months (JOB_CREATION_BIRTHS)","Number of jobs created from expanding establishments during the last 12 months (JOB_CREATION_CONTINUERS)","Rate of jobs created from opening establishments during the last 12 months (JOB_CREATION_RATE_BIRTHS)","Rate of jobs created from expanding and opening establishments during the last 12 months (JOB_CREATION_RATE)","Number of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION)","Number of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_DEATHS)","Number of jobs lost from contracting establishments during the last 12 months (JOB_DESTRUCTION_CONTINUERS)","Rate of jobs lost from closing establishments during the last 12 months (JOB_DESTRUCTION_RATE_DEATHS)","Rate of jobs lost from contracting and closing establishments during the last 12 months (JOB_DESTRUCTION_RATE)","Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION)","Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months (NET_JOB_CREATION_RATE)","Rate of reallocation during the last 12 months (REALLOCATION_RATE)","Number of firms that exited during the last 12 months (FIRMDEATH_FIRMS)","Number of establishments associated with firm deaths during the last 12 months (FIRMDEATH_ESTABS)","Number of employees associated with firm deaths during the last 12 months (FIRMDEATH_EMP)"
"New Jersey","00","Total for all sectors","Total","1979","134,142","152,402","2,556,770","2,489,210","18,912","12.606","14,152","9.433","450,552","132,913","317,639","5.340","18.100","315,518","102,856","212,662","4.132","12.675","135,034","5.425","25.351","9,635","9,682","47,544"
"New Jersey","00","Total for all sectors","Total","1980","136,352","155,052","2,584,688","2,573,868","17,820","11.588","15,279","9.936","389,033","123,815","265,218","4.810","15.115","367,162","105,821","261,341","4.111","14.265","21,871","0.850","28.530","11,034","11,094","55,097"
"New Jersey","00","Total for all sectors","Total","1981","137,030","156,241","2,617,270","2,594,781","17,644","11.338","16,385","10.529","410,138","137,365","272,773","5.294","15.806","365,957","113,364","252,593","4.369","14.104","44,181","1.703","28.207","11,708","11,846","55,792"
"New Jersey","00","Total for all sectors","Total","1982","136,828","156,503","2,610,532","2,611,285","17,305","11.067","17,030","10.891","402,371","123,118","279,253","4.715","15.409","403,999","123,593","280,406","4.733","15.471","−1,628","−0.062","30.818","12,174","12,276","63,911"
"New Jersey","00","Total for all sectors","Total","1983","140,285","160,127","2,637,575","2,624,704","19,443","12.278","15,896","10.038","442,094","143,022","299,072","5.449","16.844","418,091","140,663","277,428","5.359","15.929","24,003","0.915","31.858","11,026","11,118","58,866"
"New Jersey","00","Total for all sectors","Total","1984","145,073","165,639","2,799,718","2,714,530","20,722","12.720","15,272","9.374","517,257","161,732","355,525","5.958","19.055","347,747","116,402","231,345","4.288","12.811","169,510","6.245","25.621","10,881","10,988","57,158"
"New Jersey","00","Total for all sectors","Total","1985","149,077","170,268","2,929,136","2,871,070","22,246","13.246","17,602","10.481","539,136","169,447","369,689","5.902","18.778","424,754","155,361","269,393","5.411","14.794","114,382","3.984","29.589","12,746","12,968","93,188"
"New Jersey","00","Total for all sectors","Total","1986","153,550","175,264","2,981,556","2,951,724","23,231","13.449","18,167","10.517","519,533","173,168","346,365","5.867","17.601","458,622","140,688","317,934","4.766","15.537","60,911","2.064","31.075","12,977","13,128","75,483"
"New Jersey","00","Total for all sectors","Total","1987","158,307","181,177","3,114,732","3,069,841","25,390","14.248","19,427","10.902","627,319","238,631","388,688","7.773","20.435","534,445","177,486","356,959","5.782","17.410","92,874","3.025","34.819","13,819","13,961","87,648"
"New Jersey","00","Total for all sectors","Total","1988","162,790","187,172","3,201,842","3,170,442","25,703","13.945","19,997","10.849","581,849","208,482","373,367","6.576","18.352","519,658","168,467","351,191","5.314","16.391","62,191","1.962","32.781","14,391","14,551","86,182"
"New Jersey","00","Total for all sectors","Total","1989","164,925","190,163","3,265,280","3,237,624","24,050","12.745","21,126","11.195","573,612","201,285","372,327","6.217","17.717","518,346","165,498","352,848","5.112","16.010","55,266","1.707","32.020","15,341","15,567","89,947"
"New Jersey","00","Total for all sectors","Total","1990","164,966","191,452","3,266,916","3,265,695","22,841","11.971","21,557","11.298","522,651","195,995","326,656","6.002","16.004","519,839","158,336","361,503","4.848","15.918","2,812","0.086","31.836","15,777","15,958","91,156"
"New Jersey","00","Total for all sectors","Total","1991","160,681","188,191","3,082,870","3,166,894","21,223","11.187","24,263","12.789","448,073","162,962","285,111","5.146","14.149","615,168","192,089","423,079","6.066","19.425","−167,095","−5.276","28.297","16,863","17,128","111,284"
"New Jersey","00","Total for all sectors","Total","1992","158,984","186,212","3,057,761","3,069,280","19,855","10.611","21,670","11.581","479,580","139,908","339,672","4.558","15.625","502,764","160,825","341,939","5.240","16.381","−23,184","−0.755","31.250","14,311","14,479","79,699"
"New Jersey","00","Total for all sectors","Total","1993","161,480","188,176","3,084,196","3,065,815","21,020","11.230","19,012","10.158","510,546","155,122","355,424","5.060","16.653","475,982","148,640","327,342","4.848","15.525","34,564","1.127","31.051","12,707","12,988","70,251"
"New Jersey","00","Total for all sectors","Total","1994","163,338","190,789","3,098,218","3,095,145","21,576","11.380","19,183","10.118","463,052","156,713","306,339","5.063","14.961","456,994","152,061","304,933","4.913","14.765","6,058","0.196","29.530","13,144","13,381","76,295"
"New Jersey","00","Total for all sectors","Total","1995","167,667","195,640","3,179,599","3,135,771","23,333","12.077","18,455","9.552","499,627","172,151","327,476","5.490","15.933","410,870","142,103","268,767","4.532","13.103","88,757","2.830","26.205","12,936","13,198","77,479"
"New Jersey","00","Total for all sectors","Total","1996","169,050","197,576","3,170,509","3,156,666","22,726","11.581","20,041","10.213","498,564","178,953","319,611","5.669","15.794","472,441","156,352","316,089","4.953","14.966","26,123","0.828","29.933","14,085","14,306","80,666"
"New Jersey","00","Total for all sectors","Total","1997","171,577","200,088","3,262,519","3,222,963","24,491","12.317","21,996","11.062","593,394","202,659","390,735","6.288","18.411","510,635","203,908","306,727","6.327","15.844","82,759","2.568","31.687","14,552","14,931","98,107"
"New Jersey","00","Total for all sectors","Total","1998","174,674","204,103","3,406,623","3,356,622","23,238","11.481","19,837","9.801","593,248","192,180","401,068","5.725","17.674","492,196","167,637","324,559","4.994","14.663","101,052","3.011","29.327","13,052","13,255","75,002"
"New Jersey","00","Total for all sectors","Total","1999","175,428","205,359","3,457,508","3,429,885","22,091","10.790","20,834","10.176","550,479","192,029","358,450","5.599","16.049","494,044","163,346","330,698","4.762","14.404","56,435","1.645","28.808","13,633","13,936","88,776"
"New Jersey","00","Total for all sectors","Total","2000","175,854","206,731","3,557,959","3,513,377","22,122","10.735","20,815","10.101","593,077","185,650","407,427","5.284","16.881","505,432","183,995","321,437","5.237","14.386","87,645","2.495","28.772","13,367","13,650","80,862"
"New Jersey","00","Total for all sectors","Total","2001","176,697","208,636","3,617,910","3,587,751","22,612","10.887","20,740","9.986","591,989","197,913","394,076","5.516","16.500","529,297","175,069","354,228","4.880","14.753","62,692","1.747","29.506","13,462","13,740","81,806"
"New Jersey","00","Total for all sectors","Total","2002","176,332","209,444","3,585,256","3,609,080","24,193","11.559","23,894","11.416","608,124","220,248","387,876","6.103","16.850","655,016","216,292","438,724","5.993","18.149","−46,892","−1.299","33.700","14,500","14,769","98,802"
"New Jersey","00","Total for all sectors","Total","2003","178,706","212,019","3,585,933","3,585,422","23,896","11.341","21,284","10.101","562,576","181,201","381,375","5.054","15.691","562,145","182,987","379,158","5.104","15.679","431","0.012","31.357","14,382","14,578","92,190"
"New Jersey","00","Total for all sectors","Total","2004","179,531","211,942","3,621,477","3,608,880","23,295","10.987","23,443","11.057","565,152","180,247","384,905","4.995","15.660","541,715","209,611","332,104","5.808","15.011","23,437","0.649","30.021","14,882","15,052","86,330"
"New Jersey","00","Total for all sectors","Total","2005","181,311","214,140","3,599,452","3,612,764","24,747","11.615","22,604","10.609","508,113","182,308","325,805","5.046","14.064","535,405","193,559","341,846","5.358","14.820","−27,292","−0.755","28.129","15,077","15,263","89,228"
"New Jersey","00","Total for all sectors","Total","2006","183,959","218,604","3,687,225","3,644,950","26,650","12.317","22,174","10.248","564,922","211,118","353,804","5.792","15.499","479,433","156,540","322,893","4.295","13.153","85,489","2.345","26.307","15,730","15,878","79,701"
"New Jersey","00","Total for all sectors","Total","2007","183,418","218,198","3,648,820","3,668,149","24,663","11.293","25,063","11.476","532,458","175,693","356,765","4.790","14.516","572,944","202,725","370,219","5.527","15.619","−40,486","−1.104","29.031","16,493","16,616","84,373"
"New Jersey","00","Total for all sectors","Total","2008","180,133","215,213","3,602,830","3,622,506","21,611","9.974","24,517","11.316","502,362","169,853","332,509","4.689","13.868","541,893","183,910","357,983","5.077","14.959","−39,531","−1.091","27.736","16,925","17,114","94,449"
"New Jersey","00","Total for all sectors","Total","2009","173,655","208,951","3,426,937","3,519,453","19,290","9.079","26,334","12.394","397,471","145,227","252,244","4.126","11.294","583,250","168,941","414,309","4.800","16.572","−185,779","−5.279","22.587","17,531","17,796","92,532"
"New Jersey","00","Total for all sectors","Total","2010","170,362","205,544","3,369,847","3,400,569","19,578","9.445","23,056","11.123","395,646","138,856","256,790","4.083","11.635","457,090","151,639","305,451","4.459","13.442","−61,444","−1.807","23.269","14,754","14,945","79,950"
"New Jersey","00","Total for all sectors","Total","2011","169,157","204,290","3,378,611","3,374,677","20,343","9.927","21,602","10.542","420,702","125,660","295,042","3.724","12.466","412,551","140,953","271,598","4.177","12.225","8,151","0.242","24.450","13,926","14,112","67,128"
"New Jersey","00","Total for all sectors","Total","2012","170,978","205,889","3,438,342","3,410,901","21,615","10.540","19,985","9.745","460,639","138,060","322,579","4.048","13.505","406,092","135,417","270,675","3.970","11.906","54,547","1.599","23.811","12,640","12,851","66,256"
"New Jersey","00","Total for all sectors","Total","2013","171,254","206,706","3,476,220","3,457,155","20,865","10.114","20,030","9.710","461,535","138,076","323,459","3.994","13.350","423,761","140,270","283,491","4.057","12.258","37,774","1.093","24.515","13,117","13,317","73,805"
"New Jersey","00","Total for all sectors","Total","2014","171,181","207,514","3,517,013","3,501,197","20,766","10.026","19,981","9.647","440,487","147,974","292,513","4.226","12.581","407,653","128,376","279,277","3.667","11.643","32,834","0.938","23.286","13,277","13,453","69,773"
"New Jersey","00","Total for all sectors","Total","2015","170,536","207,257","3,554,774","3,531,668","20,212","9.747","20,451","9.862","475,585","165,367","310,218","4.682","13.466","427,443","148,695","278,748","4.210","12.103","48,142","1.363","24.206","13,537","13,736","85,069"
"New Jersey","00","Total for all sectors","Total","2016","171,829","209,916","3,635,328","3,597,293","21,323","10.222","18,681","8.956","477,964","151,097","326,867","4.200","13.287","400,539","132,106","268,433","3.672","11.134","77,425","2.152","22.269","13,159","13,297","74,561"
"New Jersey","00","Total for all sectors","Total","2017","171,587","210,142","3,678,057","3,648,839","20,490","9.756","20,242","9.638","513,581","171,147","342,434","4.690","14.075","454,458","148,357","306,101","4.066","12.455","59,123","1.620","24.910","13,510","13,704","75,069"
"New Jersey","00","Total for all sectors","Total","2018","171,563","209,617","3,730,121","3,710,985","19,072","9.087","19,580","9.330","470,855","143,273","327,582","3.861","12.688","433,318","137,481","295,837","3.705","11.677","37,537","1.012","23.353","13,490","13,646","68,961"
"New Jersey","00","Total for all sectors","Total","2019","172,466","211,008","3,801,003","3,766,280","20,193","9.601","18,830","8.953","459,932","138,046","321,886","3.665","12.212","392,302","131,732","260,570","3.498","10.416","67,630","1.796","20.832","13,904","14,098","76,349"
"New Jersey","00","Total for all sectors","Total","2020","170,791","209,801","3,806,096","3,802,944","19,494","9.265","20,683","9.831","451,928","156,661","295,267","4.119","11.884","444,340","148,098","296,242","3.894","11.684","7,588","0.200","23.368","15,469","15,826","84,652"
"New Mexico","00","Total for all sectors","Total","1978","22,369","25,897","308,750","292,220","4,810","19.098","3,389","13.456","81,408","29,091","52,317","9.955","27.859","48,657","22,893","25,764","7.834","16.651","32,751","11.208","33.302","2,447","2,466","15,250"
"New Mexico","00","Total for all sectors","Total","1979","23,036","26,699","333,756","322,489","4,296","16.314","3,565","13.538","74,973","27,511","47,462","8.531","23.248","52,538","21,324","31,214","6.612","16.291","22,435","6.957","32.583","2,505","2,534","13,004"
"New Mexico","00","Total for all sectors","Total","1980","23,239","26,993","332,266","332,708","4,034","15.024","3,747","13.956","62,981","25,996","36,985","7.813","18.930","64,204","22,746","41,458","6.837","19.297","−1,223","−0.368","37.860","2,669","2,690","14,323"
"New Mexico","00","Total for all sectors","Total","1981","23,484","27,376","338,967","334,887","4,102","15.096","3,696","13.602","69,713","27,707","42,006","8.274","20.817","61,359","21,730","39,629","6.489","18.322","8,354","2.495","36.645","2,675","2,698","13,244"
"New Mexico","00","Total for all sectors","Total","1982","23,593","27,718","348,084","343,786","4,112","14.925","3,778","13.713","70,880","25,934","44,946","7.544","20.618","62,437","21,683","40,754","6.307","18.162","8,443","2.456","36.323","2,651","2,680","13,372"
"New Mexico","00","Total for all sectors","Total","1983","24,572","28,732","341,356","344,870","4,543","16.091","3,545","12.556","67,479","28,318","39,161","8.211","19.567","74,340","24,259","50,081","7.034","21.556","−6,861","−1.989","39.133","2,421","2,454","14,072"
"New Mexico","00","Total for all sectors","Total","1984","25,774","29,980","374,173","358,118","4,846","16.499","3,630","12.359","89,284","42,664","46,620","11.913","24.931","57,568","20,159","37,409","5.629","16.075","31,716","8.856","32.150","2,580","2,615","13,174"
"New Mexico","00","Total for all sectors","Total","1985","26,061","30,304","396,962","385,711","4,579","15.190","4,261","14.135","87,963","33,268","54,695","8.625","22.805","65,465","29,605","35,860","7.675","16.973","22,498","5.833","33.945","2,990","3,024","17,220"
"New Mexico","00","Total for all sectors","Total","1986","26,345","30,878","395,549","396,324","4,760","15.561","4,181","13.669","74,457","32,754","41,703","8.264","18.787","75,717","25,523","50,194","6.440","19.105","−1,260","−0.318","37.574","2,970","3,011","16,433"
"New Mexico","00","Total for all sectors","Total","1987","26,387","31,037","391,502","399,151","4,553","14.706","4,400","14.212","83,898","36,304","47,594","9.095","21.019","99,467","29,492","69,975","7.389","24.920","−15,569","−3.901","42.038","2,977","3,032","16,858"
"New Mexico","00","Total for all sectors","Total","1988","26,547","31,452","398,369","395,334","4,609","14.743","4,229","13.528","80,875","31,407","49,468","7.944","20.457","74,683","30,297","44,386","7.664","18.891","6,192","1.566","37.782","2,912","2,965","18,590"
"New Mexico","00","Total for all sectors","Total","1989","26,870","31,963","405,053","401,686","4,504","14.200","4,015","12.658","76,138","29,470","46,668","7.337","18.955","69,300","26,406","42,894","6.574","17.252","6,838","1.702","34.505","2,816","2,880","16,168"
"New Mexico","00","Total for all sectors","Total","1990","27,452","32,596","420,687","413,178","4,390","13.597","3,773","11.686","76,303","28,910","47,393","6.997","18.467","61,068","23,259","37,809","5.629","14.780","15,235","3.687","29.560","2,629","2,683","15,110"
"New Mexico","00","Total for all sectors","Total","1991","27,690","33,172","430,467","425,720","4,557","13.868","3,931","11.963","83,910","34,038","49,872","7.995","19.710","74,316","28,904","45,412","6.789","17.457","9,594","2.254","34.913","2,700","2,771","17,709"
"New Mexico","00","Total for all sectors","Total","1992","27,933","33,585","442,371","436,832","4,320","12.942","3,909","11.711","85,368","32,057","53,311","7.339","19.543","74,129","26,009","48,120","5.954","16.970","11,239","2.573","33.939","2,516","2,587","14,228"
"New Mexico","00","Total for all sectors","Total","1993","28,868","34,371","456,832","449,115","4,300","12.658","3,500","10.303","82,992","26,530","56,462","5.907","18.479","67,974","23,129","44,845","5.150","15.135","15,018","3.344","30.270","2,306","2,349","11,978"
"New Mexico","00","Total for all sectors","Total","1994","29,811","35,586","480,511","470,510","4,763","13.607","3,600","10.284","88,190","30,858","57,332","6.558","18.743","68,184","23,698","44,486","5.037","14.492","20,006","4.252","28.983","2,515","2,553","13,941"
"New Mexico","00","Total for all sectors","Total","1995","30,612","36,572","502,760","490,775","4,771","13.226","3,774","10.462","89,701","33,266","56,435","6.778","18.277","65,303","24,633","40,670","5.019","13.306","24,398","4.971","26.612","2,665","2,720","15,218"
"New Mexico","00","Total for all sectors","Total","1996","30,992","37,199","505,812","499,946","4,670","12.688","3,887","10.560","89,102","32,580","56,522","6.517","17.822","77,199","28,137","49,062","5.628","15.441","11,903","2.381","30.883","2,695","2,737","15,608"
"New Mexico","00","Total for all sectors","Total","1997","31,105","37,632","515,415","511,480","4,897","13.090","4,456","11.911","96,269","38,363","57,906","7.500","18.822","88,545","30,696","57,849","6.001","17.312","7,724","1.510","34.623","2,947","2,991","19,131"
"New Mexico","00","Total for all sectors","Total","1998","31,482","38,173","538,907","534,064","4,509","11.873","4,120","10.848","90,983","34,282","56,701","6.419","17.036","81,431","30,433","50,998","5.698","15.247","9,552","1.789","30.495","2,684","2,765","14,979"
"New Mexico","00","Total for all sectors","Total","1999","31,346","38,432","542,027","541,721","4,420","11.537","4,179","10.908","87,348","33,592","53,756","6.201","16.124","86,362","27,832","58,530","5.138","15.942","986","0.182","31.884","2,782","2,843","15,991"
"New Mexico","00","Total for all sectors","Total","2000","31,183","38,457","555,154","549,848","4,279","11.127","4,276","11.119","91,297","30,978","60,319","5.634","16.604","80,900","29,099","51,801","5.292","14.713","10,397","1.891","29.426","2,821","2,890","15,726"
"New Mexico","00","Total for all sectors","Total","2001","31,144","38,521","554,256","554,490","4,373","11.367","4,275","11.112","92,723","32,648","60,075","5.888","16.722","93,428","31,806","61,622","5.736","16.849","−705","−0.127","33.444","2,577","2,638","14,420"
"New Mexico","00","Total for all sectors","Total","2002","31,297","38,689","553,712","555,764","4,650","12.028","4,592","11.878","98,784","40,325","58,459","7.256","17.774","103,117","36,006","67,111","6.479","18.554","−4,333","−0.780","35.549","2,585","2,647","17,389"
"New Mexico","00","Total for all sectors","Total","2003","31,938","39,381","573,814","563,620","4,519","11.579","3,814","9.772","99,711","36,529","63,182","6.481","17.691","79,817","29,406","50,411","5.217","14.161","19,894","3.530","28.323","2,346","2,399","13,558"
"New Mexico","00","Total for all sectors","Total","2004","32,277","39,755","582,046","577,862","4,303","10.875","3,926","9.923","91,546","31,056","60,490","5.374","15.842","83,058","31,250","51,808","5.408","14.373","8,488","1.469","28.747","2,490","2,521","12,963"
"New Mexico","00","Total for all sectors","Total","2005","32,767","40,531","598,659","589,956","4,535","11.298","3,754","9.352","99,624","34,677","64,947","5.878","16.887","82,115","24,828","57,287","4.208","13.919","17,509","2.968","27.838","2,440","2,494","15,184"
"New Mexico","00","Total for all sectors","Total","2006","33,546","41,668","633,716","616,099","5,172","12.583","4,040","9.829","112,560","40,476","72,084","6.570","18.270","77,204","27,220","49,984","4.418","12.531","35,356","5.739","25.062","2,702","2,738","15,209"
"New Mexico","00","Total for all sectors","Total","2007","33,958","42,404","631,477","631,930","4,887","11.630","4,120","9.805","99,352","34,012","65,340","5.382","15.722","99,431","31,347","68,084","4.961","15.734","−79","−0.013","31.444","2,673","2,716","15,245"
"New Mexico","00","Total for all sectors","Total","2008","33,725","42,207","639,487","639,320","4,355","10.298","4,524","10.697","96,750","35,515","61,235","5.555","15.133","96,445","31,542","64,903","4.934","15.086","305","0.048","30.171","2,894","2,956","16,730"
"New Mexico","00","Total for all sectors","Total","2009","32,868","41,454","614,831","627,910","3,691","8.806","4,611","11.001","76,037","25,555","50,482","4.070","12.110","102,008","28,067","73,941","4.470","16.246","−25,971","−4.136","24.219","3,054","3,095","15,814"
"New Mexico","00","Total for all sectors","Total","2010","31,998","40,566","596,015","604,042","3,502","8.539","4,391","10.707","68,402","21,997","46,405","3.642","11.324","84,569","23,429","61,140","3.879","14.001","−16,167","−2.676","22.648","2,825","2,874","13,480"
"New Mexico","00","Total for all sectors","Total","2011","31,665","40,400","594,283","594,732","3,795","9.376","3,945","9.747","70,956","22,391","48,565","3.765","11.931","71,633","19,575","52,058","3.291","12.045","−677","−0.114","23.862","2,578","2,651","11,789"
"New Mexico","00","Total for all sectors","Total","2012","31,647","40,379","595,924","595,256","3,764","9.321","3,770","9.336","76,205","24,945","51,260","4.191","12.802","74,630","21,312","53,318","3.580","12.537","1,575","0.265","25.075","2,318","2,424","10,989"
"New Mexico","00","Total for all sectors","Total","2013","31,497","40,272","593,780","594,925","3,620","8.981","3,695","9.167","79,723","28,681","51,042","4.821","13.401","81,988","28,018","53,970","4.710","13.781","−2,265","−0.381","26.801","2,355","2,384","12,545"
"New Mexico","00","Total for all sectors","Total","2014","31,321","40,249","615,790","604,820","3,497","8.685","3,526","8.757","87,770","39,853","47,917","6.589","14.512","66,701","21,285","45,416","3.519","11.028","21,069","3.484","22.056","2,309","2,345","11,797"
"New Mexico","00","Total for all sectors","Total","2015","31,195","40,419","627,070","620,945","3,694","9.159","3,523","8.735","78,149","28,110","50,039","4.527","12.585","65,886","19,848","46,038","3.196","10.611","12,263","1.975","21.221","2,230","2,251","10,747"
"New Mexico","00","Total for all sectors","Total","2016","31,072","40,526","630,384","628,831","3,555","8.784","3,447","8.517","74,962","26,456","48,506","4.207","11.921","72,076","21,808","50,268","3.468","11.462","2,886","0.459","22.924","2,252","2,327","12,448"
"New Mexico","00","Total for all sectors","Total","2017","30,969","40,350","627,639","628,068","3,387","8.376","3,563","8.811","76,474","24,507","51,967","3.902","12.176","76,894","23,889","53,005","3.804","12.243","−420","−0.067","24.352","2,218","2,274","11,273"
"New Mexico","00","Total for all sectors","Total","2018","30,903","40,085","630,750","629,338","3,259","8.104","3,515","8.741","71,994","22,874","49,120","3.635","11.440","68,993","22,048","46,945","3.503","10.963","3,001","0.477","21.926","2,229","2,281","11,251"
"New Mexico","00","Total for all sectors","Total","2019","31,041","40,299","636,162","633,467","3,445","8.572","3,229","8.034","73,088","23,754","49,334","3.750","11.538","68,391","19,357","49,034","3.056","10.796","4,697","0.741","21.593","2,359","2,402","12,678"
"New Mexico","00","Total for all sectors","Total","2020","30,641","39,939","650,376","648,476","3,340","8.326","3,697","9.215","74,916","24,445","50,471","3.770","11.553","70,906","23,759","47,147","3.664","10.934","4,010","0.618","21.869","2,711","2,836","14,919"
"New York","00","Total for all sectors","Total","1978","313,631","354,589","5,613,707","5,514,706","43,247","12.251","40,104","11.360","998,892","295,918","702,974","5.366","18.113","797,185","315,080","482,105","5.713","14.456","201,707","3.658","28.911","28,686","29,016","148,782"
"New York","00","Total for all sectors","Total","1979","318,523","360,012","5,913,320","5,783,485","41,593","11.628","36,990","10.341","982,252","273,604","708,648","4.731","16.984","721,450","247,711","473,739","4.283","12.474","260,802","4.509","24.949","26,793","27,074","127,673"
"New York","00","Total for all sectors","Total","1980","319,180","360,941","5,931,980","5,908,571","39,424","10.934","38,672","10.725","866,683","262,480","604,203","4.442","14.668","821,558","258,199","563,359","4.370","13.905","45,125","0.764","27.809","28,693","28,931","146,357"
"New York","00","Total for all sectors","Total","1981","319,775","362,634","5,998,567","5,963,925","40,150","11.100","38,303","10.589","929,553","293,666","635,887","4.924","15.586","860,917","268,526","592,391","4.503","14.435","68,636","1.151","28.871","28,544","28,864","160,746"
"New York","00","Total for all sectors","Total","1982","316,977","360,539","5,928,283","5,938,037","39,089","10.810","41,210","11.397","871,628","275,145","596,483","4.634","14.679","891,986","288,492","603,494","4.858","15.022","−20,358","−0.343","29.357","30,451","30,720","165,260"
"New York","00","Total for all sectors","Total","1983","323,992","367,784","5,922,186","5,931,754","45,249","12.426","37,985","10.431","948,783","321,744","627,039","5.424","15.995","967,810","311,508","656,302","5.252","16.316","−19,027","−0.321","31.990","27,862","28,198","177,466"
"New York","00","Total for all sectors","Total","1984","330,830","375,283","6,173,119","6,051,557","45,787","12.322","38,414","10.338","1,018,894","326,315","692,579","5.392","16.837","772,770","255,867","516,903","4.228","12.770","246,124","4.067","25.540","28,511","28,779","150,868"
"New York","00","Total for all sectors","Total","1985","336,783","381,908","6,439,402","6,322,099","48,915","12.921","42,226","11.154","1,120,228","373,346","746,882","5.905","17.719","884,889","336,338","548,551","5.320","13.997","235,339","3.722","27.994","31,905","32,386","198,675"
"New York","00","Total for all sectors","Total","1986","342,626","389,052","6,575,088","6,494,436","49,718","12.899","42,472","11.019","1,101,183","374,431","726,752","5.765","16.956","942,534","328,769","613,765","5.062","14.513","158,649","2.443","29.026","31,459","31,842","180,375"
"New York","00","Total for all sectors","Total","1987","347,136","395,472","6,817,121","6,710,808","52,202","13.309","45,716","11.655","1,254,220","473,053","781,167","7.049","18.690","1,038,463","354,618","683,845","5.284","15.474","215,757","3.215","30.949","34,017","34,323","204,323"
"New York","00","Total for all sectors","Total","1988","352,749","403,409","6,910,881","6,868,644","52,884","13.231","45,434","11.367","1,208,701","382,728","825,973","5.572","17.597","1,119,969","359,823","760,146","5.239","16.306","88,732","1.292","32.611","33,709","34,090","196,854"
"New York","00","Total for all sectors","Total","1989","357,007","409,500","6,984,051","6,946,662","52,460","12.905","46,485","11.435","1,135,325","391,649","743,676","5.638","16.343","1,063,207","369,407","693,800","5.318","15.305","72,118","1.038","30.611","34,574","35,175","208,243"
"New York","00","Total for all sectors","Total","1990","356,484","411,478","7,020,092","7,006,216","49,092","11.958","47,193","11.496","1,069,438","368,953","700,485","5.266","15.264","1,041,020","339,852","701,168","4.851","14.859","28,418","0.406","29.717","35,840","36,340","203,620"
"New York","00","Total for all sectors","Total","1991","349,668","408,058","6,703,646","6,867,225","47,308","11.550","50,353","12.294","923,849","368,276","555,573","5.363","13.453","1,254,026","395,604","858,422","5.761","18.261","−330,177","−4.808","26.906","37,313","37,916","259,333"
"New York","00","Total for all sectors","Total","1992","344,084","402,210","6,589,439","6,644,998","43,310","10.695","48,798","12.050","978,852","313,585","665,267","4.719","14.731","1,088,853","383,220","705,633","5.767","16.386","−110,001","−1.655","29.461","34,248","34,709","193,524"
"New York","00","Total for all sectors","Total","1993","344,754","402,228","6,522,987","6,542,391","44,492","11.062","44,433","11.048","982,654","321,693","660,961","4.917","15.020","1,021,451","328,086","693,365","5.015","15.613","−38,797","−0.593","30.040","31,294","31,909","175,681"
"New York","00","Total for all sectors","Total","1994","345,384","404,365","6,564,306","6,554,935","45,385","11.248","43,640","10.816","965,447","337,718","627,729","5.152","14.729","947,412","314,614","632,798","4.800","14.453","18,035","0.275","28.907","31,310","31,841","179,941"
"New York","00","Total for all sectors","Total","1995","350,048","409,923","6,630,656","6,592,699","47,217","11.599","41,559","10.209","975,631","340,615","635,016","5.167","14.799","898,099","279,708","618,391","4.243","13.623","77,532","1.176","27.245","29,942","30,519","165,349"
"New York","00","Total for all sectors","Total","1996","351,154","411,568","6,602,858","6,591,514","46,603","11.366","43,541","10.619","957,086","348,695","608,391","5.290","14.520","934,327","316,121","618,206","4.796","14.175","22,759","0.345","28.349","31,583","32,267","188,383"
"New York","00","Total for all sectors","Total","1997","354,504","415,400","6,747,984","6,694,298","49,254","11.909","45,597","11.025","1,098,913","369,832","729,081","5.525","16.416","989,463","370,734","618,729","5.538","14.781","109,450","1.635","29.561","32,342","32,994","195,839"
"New York","00","Total for all sectors","Total","1998","360,592","422,598","6,939,428","6,870,284","46,424","11.064","40,392","9.627","1,128,790","351,662","777,128","5.119","16.430","988,163","314,372","673,791","4.576","14.383","140,627","2.047","28.766","27,116","27,580","147,965"
