"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments code (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Minnesota","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","33","98,395","22,035","1,071"
"Minnesota","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","11","71,874","15,683","727"
"Minnesota","541511","Custom computer programming services","S-corporations ","Establishments with 100 to 249 employees","2019","9","155,914","36,946","1,436"
"Minnesota","541511","Custom computer programming services","S-corporations ","Establishments with 250 to 499 employees","2019","3","115,716","29,530","1,061"
"Minnesota","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","27","12,195","3,530","191"
"Minnesota","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","23","1,016","140","15"
"Minnesota","541511","Custom computer programming services","Partnerships","All establishments","2019","82","163,356","43,721","1,564"
"Minnesota","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","43","5,633","1,142","68"
"Minnesota","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","11","4,546","1,272","66"
"Minnesota","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","14","18,575","5,936","179"
"Minnesota","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","9","26,396","5,946","253"
"Minnesota","541511","Custom computer programming services","Non-profit","All establishments","2019","3","385","89","7"
"Minnesota","541511","Custom computer programming services","Non-profit","Establishments with less than 5 employees","2019","3","385","89","7"
"Mississippi","541511","Custom computer programming services","All establishments","All establishments","2019","114","65,474","15,657","831"
"Mississippi","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","81","7,499","1,716","133"
"Mississippi","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","15","5,280","1,544","100"
"Mississippi","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","8","10,509","2,418","111"
"Mississippi","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","6","13,017","3,174","160"
"Mississippi","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","3","17,337","3,926","230"
"Mississippi","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","32","34,996","8,698","413"
"Mississippi","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","14","1,702","470","28"
"Mississippi","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","9","3,391","933","61"
"Mississippi","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","4","4,705","1,144","53"
"Mississippi","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","3","7,747","1,863","89"
"Mississippi","541511","Custom computer programming services","S-corporations ","All establishments","2019","66","17,373","3,959","271"
"Mississippi","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","55","4,520","949","86"
"Mississippi","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","5","1,633","483","30"
"Mississippi","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","3","4,209","876","43"
"Mississippi","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","5","8,647","1,845","82"
"Mississippi","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","4","148","26","2"
"Mississippi","541511","Custom computer programming services","Partnerships","All establishments","2019","11","4,458","1,155","65"
"Mississippi","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","8","1,129","271","17"
"Missouri","541511","Custom computer programming services","All establishments","All establishments","2019","756","1,282,973","339,437","13,303"
"Missouri","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","514","41,868","8,966","666"
"Missouri","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","88","37,824","9,049","557"
"Missouri","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","67","74,341","17,434","853"
"Missouri","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","49","144,368","34,681","1,581"
"Missouri","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","14","87,740","20,156","1,042"
"Missouri","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","14","216,802","51,118","2,445"
"Missouri","541511","Custom computer programming services","All establishments","Establishments with 250 to 499 employees","2019","7","193,529","45,198","1,940"
"Missouri","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","175","818,587","230,472","7,820"
"Missouri","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","96","12,465","2,552","160"
"Missouri","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","22","10,455","2,646","132"
"Missouri","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","20","27,264","6,463","259"
"Missouri","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","18","59,009","13,907","550"
"Missouri","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","4","16,991","4,170","266"
"Missouri","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","8","126,333","29,791","1,381"
"Missouri","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2019","5","144,259","33,038","1,384"
"Missouri","541511","Custom computer programming services","S-corporations ","All establishments","2019","451","338,339","78,185","4,045"
"Missouri","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","338","24,319","5,348","413"
"Missouri","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","43","16,745","3,833","261"
"Missouri","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","33","31,127","7,341","407"
"Missouri","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","24","60,918","14,282","785"
"Missouri","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","7","48,120","10,435","520"
"Missouri","541511","Custom computer programming services","S-corporations ","Establishments with 100 to 249 employees","2019","3","43,150","9,856","572"
"Missouri","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","36","8,579","2,004","101"
"Missouri","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","31","1,824","417","35"
"Missouri","541511","Custom computer programming services","Partnerships","All establishments","2019","91","117,280","28,741","1,334"
"Missouri","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","46","3,072","614","55"
"Missouri","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","21","9,824","2,376","150"
"Missouri","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","12","12,600","2,872","161"
"Missouri","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","6","21,836","5,857","220"
"Missouri","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2019","3","22,629","5,551","256"
"Missouri","541511","Custom computer programming services","Partnerships","Establishments with 100 to 249 employees","2019","3","47,319","11,471","492"
"Missouri","541511","Custom computer programming services","Non-profit","All establishments","2019","3","188","35","3"
"Missouri","541511","Custom computer programming services","Non-profit","Establishments with less than 5 employees","2019","3","188","35","3"
"Montana","541511","Custom computer programming services","All establishments","All establishments","2019","220","87,268","20,591","1,425"
"Montana","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","176","14,606","3,098","246"
"Montana","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","21","8,246","1,692","133"
"Montana","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","14","11,731","2,890","203"
"Montana","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","5","11,732","2,833","131"
"Montana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","44","23,756","5,574","261"
"Montana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","34","6,436","1,383","63"
"Montana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","3","987","276","20"
"Montana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","3","4,070","934","44"
"Montana","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","3","8,113","1,997","81"
"Montana","541511","Custom computer programming services","S-corporations ","All establishments","2019","148","56,464","13,383","1,043"
"Montana","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","122","7,189","1,478","158"
"Montana","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","15","5,617","1,099","92"
"Montana","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","6","3,236","876","84"
"Montana","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","12","1,637","540","30"
"Montana","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","11","588","154","18"
"Montana","541511","Custom computer programming services","Partnerships","All establishments","2019","16","5,411","1,094","91"
"Montana","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","9","393","83","7"
"Montana","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","3","1,642","317","21"
"Montana","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","4","3,376","694","63"
"Nebraska","541511","Custom computer programming services","All establishments","All establishments","2019","334","212,793","54,247","2,878"
"Nebraska","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","242","21,015","4,566","342"
"Nebraska","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","34","13,584","2,884","215"
"Nebraska","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","27","29,772","6,880","364"
"Nebraska","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","21","53,334","12,514","679"
"Nebraska","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","3","15,744","3,616","213"
"Nebraska","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","6","57,081","16,084","762"
"Nebraska","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","81","125,510","33,802","1,658"
"Nebraska","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","44","6,711","1,604","76"
"Nebraska","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","10","4,294","909","69"
"Nebraska","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","10","9,776","2,425","144"
"Nebraska","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","9","30,229","7,121","336"
"Nebraska","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","3","15,744","3,616","213"
"Nebraska","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","4","36,493","10,424","517"
"Nebraska","541511","Custom computer programming services","S-corporations ","All establishments","2019","208","67,898","15,823","941"
"Nebraska","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","172","12,402","2,539","235"
"Nebraska","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","14","6,068","1,200","80"
"Nebraska","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","12","13,891","3,100","161"
"Nebraska","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","8","14,949","3,324","220"
"Nebraska","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","12","1,238","270","21"
"Nebraska","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","11","550","119","11"
"Nebraska","541511","Custom computer programming services","Partnerships","All establishments","2019","32","17,776","4,269","250"
"Nebraska","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","15","1,352","304","20"
"Nebraska","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","8","2,163","541","48"
"Nebraska","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","5","6,105","1,355","59"
"Nebraska","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","4","8,156","2,069","123"
"Nevada","541511","Custom computer programming services","All establishments","All establishments","2019","622","259,938","62,364","3,081"
"Nevada","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","501","56,667","11,398","674"
"Nevada","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","60","32,085","7,990","405"
"Nevada","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","26","27,875","7,302","336"
"Nevada","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","20","51,757","12,579","610"
"Nevada","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","14","79,623","21,161","930"
"Nevada","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","181","128,721","31,275","1,214"
"Nevada","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","130","22,923","4,771","193"
"Nevada","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","23","15,274","3,786","155"
"Nevada","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","11","16,106","4,245","148"
"Nevada","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","10","28,363","6,707","290"
"Nevada","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","7","46,055","11,766","428"
"Nevada","541511","Custom computer programming services","S-corporations ","All establishments","2019","345","61,155","13,635","903"
"Nevada","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","307","27,051","5,314","386"
"Nevada","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","24","10,443","2,461","168"
"Nevada","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","8","4,857","1,322","104"
"Nevada","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","4","9,309","2,189","129"
"Nevada","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","29","13,787","4,126","193"
"Nevada","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","25","2,193","379","34"
"Nevada","541511","Custom computer programming services","Partnerships","All establishments","2019","64","56,047","13,284","765"
"Nevada","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","36","4,272","890","55"
"Nevada","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","12","6,292","1,676","76"
"Nevada","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","7","6,912","1,735","84"
"Nevada","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","4","8,375","2,096","117"
"Nevada","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2019","4","18,265","4,953","307"
"New Hampshire","541511","Custom computer programming services","All establishments","All establishments","2019","336","315,691","82,779","3,585"
"New Hampshire","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","218","31,966","6,471","329"
"New Hampshire","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","55","28,916","6,843","369"
"New Hampshire","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","31","35,362","8,858","430"
"New Hampshire","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","17","54,026","11,939","458"
"New Hampshire","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","10","55,091","14,789","657"
"New Hampshire","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","3","31,463","8,954","461"
"New Hampshire","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","148","180,055","48,301","1,868"
"New Hampshire","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","90","14,698","3,118","139"
"New Hampshire","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","28","16,152","3,910","187"
"New Hampshire","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","15","19,138","4,546","205"
"New Hampshire","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","6","27,657","5,836","190"
"New Hampshire","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","6","34,046","9,374","365"
"New Hampshire","541511","Custom computer programming services","S-corporations ","All establishments","2019","125","69,882","15,708","976"
"New Hampshire","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","87","12,460","2,346","121"
"New Hampshire","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","16","8,282","1,887","111"
"New Hampshire","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","9","7,730","1,913","113"
"New Hampshire","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","9","22,011","5,122","225"
"New Hampshire","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","3","16,511","4,028","217"
"New Hampshire","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","18","2,717","635","50"
"New Hampshire","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","15","903","212","22"
"New Hampshire","541511","Custom computer programming services","Partnerships","All establishments","2019","43","60,963","17,673","669"
"New Hampshire","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","25","3,767","773","46"
"New Hampshire","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","9","3,564","866","54"
"New Hampshire","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","6","7,598","2,156","101"
"New Jersey","541511","Custom computer programming services","All establishments","All establishments","2019","2,992","6,116,491","1,434,536","65,187"
"New Jersey","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","2,043","250,925","49,516","2,635"
"New Jersey","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","280","173,788","39,093","1,905"
"New Jersey","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","232","295,145","71,205","3,100"
"New Jersey","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","242","720,656","167,723","7,580"
"New Jersey","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","96","619,842","150,416","6,539"
"New Jersey","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","64","879,296","207,214","9,580"
"New Jersey","541511","Custom computer programming services","All establishments","Establishments with 250 to 499 employees","2019","24","869,908","208,161","8,711"
"New Jersey","541511","Custom computer programming services","All establishments","Establishments with 500 to 999 employees","2019","5","463,348","109,269","3,630"
"New Jersey","541511","Custom computer programming services","All establishments","Establishments with 1,000 employees or more","2019","6","1,843,583","431,939","21,507"
"New Jersey","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","742","3,606,133","862,138","34,318"
"New Jersey","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","395","64,579","13,142","579"
"New Jersey","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","87","61,005","13,877","585"
"New Jersey","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","90","122,109","29,577","1,162"
"New Jersey","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","78","265,370","62,885","2,578"
"New Jersey","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","39","289,117","73,384","2,674"
"New Jersey","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","27","360,256","89,262","3,548"
"New Jersey","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2019","17","664,992","161,662","6,355"
"New Jersey","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 500 to 999 employees","2019","5","463,348","109,269","3,630"
"New Jersey","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 1,000 employees or more","2019","4","1,315,357","309,080","13,207"
"New Jersey","541511","Custom computer programming services","S-corporations ","All establishments","2019","1,835","1,635,779","367,880","19,188"
"New Jersey","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","1,370","153,998","30,061","1,676"
"New Jersey","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","135","87,029","19,080","929"
"New Jersey","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","113","137,720","32,387","1,515"
"New Jersey","541511","Custom computer programming services","S-corporations ","Establishments with 20 to 49 employees","2019","131","355,390","80,129","3,967"
"New Jersey","541511","Custom computer programming services","S-corporations ","Establishments with 50 to 99 employees","2019","49","287,667","66,874","3,349"
"New Jersey","541511","Custom computer programming services","S-corporations ","Establishments with 100 to 249 employees","2019","31","427,049","95,935","5,026"
"New Jersey","541511","Custom computer programming services","S-corporations ","Establishments with 250 to 499 employees","2019","5","120,270","28,176","1,747"
"New Jersey","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","116","89,251","20,034","847"
"New Jersey","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","94","7,439","1,302","110"
"New Jersey","541511","Custom computer programming services","Individual proprietorships","Establishments with 5 to 9 employees","2019","9","3,657","812","64"
"New Jersey","541511","Custom computer programming services","Individual proprietorships","Establishments with 10 to 19 employees","2019","4","3,590","975","42"
"New Jersey","541511","Custom computer programming services","Individual proprietorships","Establishments with 20 to 49 employees","2019","6","13,623","2,778","184"
"New Jersey","541511","Custom computer programming services","Partnerships","All establishments","2019","297","785,015","184,402","10,827"
"New Jersey","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","183","24,887","4,998","269"
"New Jersey","541511","Custom computer programming services","Partnerships","Establishments with 5 to 9 employees","2019","48","21,806","5,255","321"
"New Jersey","541511","Custom computer programming services","Partnerships","Establishments with 10 to 19 employees","2019","25","31,726","8,266","381"
"New Jersey","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","27","86,273","21,931","851"
"New Jersey","541511","Custom computer programming services","Partnerships","Establishments with 50 to 99 employees","2019","6","32,544","7,707","366"
"New Jersey","541511","Custom computer programming services","Partnerships","Establishments with 100 to 249 employees","2019","6","91,991","22,017","1,006"
"New Mexico","541511","Custom computer programming services","All establishments","All establishments","2019","195","122,028","29,511","1,353"
"New Mexico","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","145","13,209","2,909","192"
"New Mexico","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","21","9,029","1,917","134"
"New Mexico","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","11","11,454","2,948","150"
"New Mexico","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","11","29,346","6,448","323"
"New Mexico","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","5","38,255","9,748","329"
"New Mexico","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","57","68,959","17,852","719"
"New Mexico","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","33","4,200","901","51"
"New Mexico","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","8","2,259","603","53"
"New Mexico","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","5","6,509","1,775","68"
"New Mexico","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","6","17,581","4,147","190"
"New Mexico","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","4","29,503","7,740","258"
"New Mexico","541511","Custom computer programming services","S-corporations ","All establishments","2019","114","23,880","5,141","334"
"New Mexico","541511","Custom computer programming services","S-corporations ","Establishments with less than 5 employees","2019","94","7,880","1,728","121"
"New Mexico","541511","Custom computer programming services","S-corporations ","Establishments with 5 to 9 employees","2019","12","6,504","1,243","76"
"New Mexico","541511","Custom computer programming services","S-corporations ","Establishments with 10 to 19 employees","2019","6","4,945","1,173","82"
"New Mexico","541511","Custom computer programming services","Individual proprietorships","All establishments","2019","13","9,447","2,151","85"
"New Mexico","541511","Custom computer programming services","Individual proprietorships","Establishments with less than 5 employees","2019","11","429","72","9"
"New Mexico","541511","Custom computer programming services","Partnerships","All establishments","2019","11","19,742","4,367","215"
"New Mexico","541511","Custom computer programming services","Partnerships","Establishments with less than 5 employees","2019","7","700","208","11"
"New Mexico","541511","Custom computer programming services","Partnerships","Establishments with 20 to 49 employees","2019","3","7,214","1,304","78"
"New York","541511","Custom computer programming services","All establishments","All establishments","2019","3,721","5,457,949","1,353,288","50,381"
"New York","541511","Custom computer programming services","All establishments","Establishments with less than 5 employees","2019","2,817","297,755","63,129","3,873"
"New York","541511","Custom computer programming services","All establishments","Establishments with 5 to 9 employees","2019","356","197,420","47,859","2,347"
"New York","541511","Custom computer programming services","All establishments","Establishments with 10 to 19 employees","2019","211","300,929","71,315","2,866"
"New York","541511","Custom computer programming services","All establishments","Establishments with 20 to 49 employees","2019","187","651,749","162,756","5,723"
"New York","541511","Custom computer programming services","All establishments","Establishments with 50 to 99 employees","2019","63","416,692","111,282","4,213"
"New York","541511","Custom computer programming services","All establishments","Establishments with 100 to 249 employees","2019","56","933,738","245,358","8,379"
"New York","541511","Custom computer programming services","All establishments","Establishments with 250 to 499 employees","2019","16","677,922","167,455","5,566"
"New York","541511","Custom computer programming services","All establishments","Establishments with 500 to 999 employees","2019","10","1,028,863","253,306","6,678"
"New York","541511","Custom computer programming services","All establishments","Establishments with 1,000 employees or more","2019","5","952,881","230,828","10,736"
"New York","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","All establishments","2019","1,296","4,105,765","1,030,531","36,042"
"New York","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2019","839","108,742","24,534","1,237"
"New York","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2019","153","102,030","24,593","1,016"
"New York","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2019","101","160,489","38,278","1,341"
"New York","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2019","99","359,062","95,163","2,906"
"New York","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2019","41","275,082","75,818","2,785"
"New York","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2019","36","627,004","162,854","5,264"
"New York","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 250 to 499 employees","2019","12","491,612","125,157","4,079"
"New York","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 500 to 999 employees","2019","10","1,028,863","253,306","6,678"
"New York","541511","Custom computer programming services","C-corporations and other corporate legal forms of organization","Establishments with 1,000 employees or more","2019","5","952,881","230,828","10,736"
